,id,English Name,Genus,Location,Latitude,Longitude,Quality Score,Author Remarks,Recording Type,MP3 Download URL,Recording Name
0,92020,Canada Goose,Branta,"Sauvie Island, Multnomah Co., Oregon",45.682,-122.809,A,"natural vocalization; calls from flock of 50 or so birds, some of which had red neck rings.",call,//www.xeno-canto.org/92020/download,92020.mp3
1,530562,Cackling Goose,Branta,"NW Reeder Rd, Canal, Access, Sauvie Island, Multnomah County, Oregon",45.702,-122.781,no score,,call,//www.xeno-canto.org/530562/download,530562.mp3
2,530560,Cackling Goose,Branta,"NW Reeder Rd, Canal, Access, Sauvie Island, Multnomah County, Oregon",45.702,-122.781,no score,,call,//www.xeno-canto.org/530560/download,530560.mp3
3,530316,Cackling Goose,Branta,"NW Oak Island Rd, Sauvie Island, Multnomah County, Oregon",45.6989,-122.8352,no score,,call,//www.xeno-canto.org/530316/download,530316.mp3
4,477242,Cackling Goose,Branta,"William Finley NWR, Bruce Rd Marsh, Willamette Valley (near  Corvallis), Benton County, Oregon",44.3897,-123.296,no score,Recording amplified. High pass filter.,call,//www.xeno-canto.org/477242/download,477242.mp3
5,477241,Cackling Goose,Branta,"William Finley NWR, Bruce Rd Fields, Willamette Valley (near  Corvallis), Benton County, Oregon",44.3895,-123.3159,no score,Recording amplified. High pass filter.,call,//www.xeno-canto.org/477241/download,477241.mp3
6,477240,Cackling Goose,Branta,"William Finley NWR, Bruce Rd Marsh, Willamette Valley (near  Corvallis), Benton County, Oregon",44.3897,-123.296,no score,Recording amplified. High pass filter.,call,//www.xeno-canto.org/477240/download,477240.mp3
7,477239,Cackling Goose,Branta,"William Finley NWR, Bruce Rd Marsh, Willamette Valley (near  Corvallis), Benton County, Oregon",44.3897,-123.296,no score,Recording amplified. High pass filter.,call,//www.xeno-canto.org/477239/download,477239.mp3
8,477238,Cackling Goose,Branta,"William Finley NWR, Bruce Rd Marsh, Willamette Valley (near  Corvallis), Benton County, Oregon",44.3897,-123.296,no score,Amplified. High pass filter.,call,//www.xeno-canto.org/477238/download,477238.mp3
9,92019,Cackling Goose,Branta,"Sauvie Island, Multnomah Co., Oregon",45.682,-122.809,A,natural vocalization; calls from a 30 or so birds flying in to join a flock of around a thousand on the ground.,call,//www.xeno-canto.org/92019/download,92019.mp3
10,92018,Cackling Goose,Branta,"Sauvie Island, Multnomah Co., Oregon",45.682,-122.809,A,natural vocalization; calls from a 30 or so birds flying in to join a flock of around a thousand on the ground.,call,//www.xeno-canto.org/92018/download,92018.mp3
11,540212,Snow Goose,Anser,"NW Reeder Rd, Canal Access, Sauvie Island, Multnomah County, Oregon",45.702,-122.781,no score,Large flock flying overhead. Mostly snow goose with lots of cackling geese mixed in.,call,//www.xeno-canto.org/540212/download,540212.mp3
12,481272,Snow Goose,Anser,"NW Rentenaar Rd, Sauvie Island, Columbia County, Oregon",45.7575,-122.778,no score,Recording amplified. High pass filter. Waterfowl hunters shooting in the background.,call,//www.xeno-canto.org/481272/download,481272.mp3
13,213597,Tundra Bean Goose,Anser,"Nestucca Bay NWR, Tillamook County, Oregon",45.1599,-123.9512,D,"Documentation of a known vagrant calling while on the ground in a flock of Canada (occidentalis) and Cackling (taverneri and minima). Spent most of the time feeding but the flock became agitated (gun shots nearby) and the bird called. Unfortunately near a highway and the call is in the background highway noise, but ran a high pass filter and then amplified.",call,//www.xeno-canto.org/213597/download,213597.mp3
14,135447,Tundra Swan,Cygnus,"Klamath Falls, Klamath, Oregon",42.0348,-121.7715,A,Calls from a flock of about 700 birds roosting on ice-covered shallow lake.,call,//www.xeno-canto.org/135447/download,135447.mp3
15,540502,Wood Duck,Aix,"Whitaker Ponds Nature Park, Portland, Multnomah County, Oregon",45.5734,-122.6114,no score,,"adult, call",//www.xeno-canto.org/540502/download,540502.mp3
16,540500,Wood Duck,Aix,"Whitaker Ponds Nature Park, Portland, Multnomah County, Oregon",45.5734,-122.6114,no score,,"adult, call",//www.xeno-canto.org/540500/download,540500.mp3
17,540315,Wood Duck,Aix,"Whitaker Ponds Nature Park, Portland, Multnomah County, Oregon",45.5734,-122.6114,no score,,"adult, call",//www.xeno-canto.org/540315/download,540315.mp3
18,540314,Wood Duck,Aix,"Whitaker Ponds Nature Park, Portland, Multnomah County, Oregon",45.5734,-122.6114,no score,,"adult, call",//www.xeno-canto.org/540314/download,540314.mp3
19,481274,Northern Shoveler,Spatula,"Warner Wetlands, Lake County, Oregon",42.4433,-119.8267,B,Single male with two females softly giving this call while swimming around a pound in a large wetland surrounded by sage scrub.,call,//www.xeno-canto.org/481274/download,481274.mp3
20,531309,Gadwall,Mareca,"Whitaker Ponds Nature Park, Portland, Multnomah County, Oregon",45.5734,-122.6114,A,,call,//www.xeno-canto.org/531309/download,531309.mp3
21,531308,Gadwall,Mareca,"Whitaker Ponds Nature Park, Portland, Multnomah County, Oregon",45.5734,-122.6114,A,,call,//www.xeno-canto.org/531308/download,531308.mp3
22,531307,Gadwall,Mareca,"Whitaker Ponds Nature Park, Portland, Multnomah County, Oregon",45.5734,-122.6114,A,,call,//www.xeno-canto.org/531307/download,531307.mp3
23,531306,Gadwall,Mareca,"Whitaker Ponds Nature Park, Portland, Multnomah County, Oregon",45.5734,-122.6114,B,,call,//www.xeno-canto.org/531306/download,531306.mp3
24,524663,American Wigeon,Mareca,"Whitaker Ponds Nature Park, Portland, Multnomah County, Oregon",45.5734,-122.6114,B,,call,//www.xeno-canto.org/524663/download,524663.mp3
25,524662,American Wigeon,Mareca,"Whitaker Ponds Nature Park, Portland, Multnomah County, Oregon",45.5734,-122.6114,B,,call,//www.xeno-canto.org/524662/download,524662.mp3
26,483783,Redhead,Aythya,"Warner Wetlands, Lake County, Oregon",42.4433,-119.8267,B,Bird in larger pond in wetland near the grasses and reeds. Wetland quite large and located in open sage habitat,call,//www.xeno-canto.org/483783/download,483783.mp3
27,483784,Ruddy Duck,Oxyura,"Warner Wetlands, Lake County, Oregon",42.4433,-119.8267,A,Bird in larger pond in wetland near the grasses and reeds. Wetland quite large and located in open sage habitat. Bird was displaying.,Display call,//www.xeno-canto.org/483784/download,483784.mp3
28,530570,California Quail,Callipepla,"NW Oak Island Rd, Sauvie Island, Multnomah County, Oregon",45.6989,-122.8352,no score,,"adult, alarm call, call, song",//www.xeno-canto.org/530570/download,530570.mp3
29,530569,California Quail,Callipepla,"NW Oak Island Rd, Sauvie Island, Multnomah County, Oregon",45.6989,-122.8352,no score,,"adult, alarm call, call, song",//www.xeno-canto.org/530569/download,530569.mp3
30,530567,California Quail,Callipepla,"NW Oak Island Rd, Sauvie Island, Multnomah County, Oregon",45.6989,-122.8352,no score,,"adult, call, song",//www.xeno-canto.org/530567/download,530567.mp3
31,530566,California Quail,Callipepla,"NW Oak Island Rd, Sauvie Island, Multnomah County, Oregon",45.6989,-122.8352,no score,,"adult, call",//www.xeno-canto.org/530566/download,530566.mp3
32,530565,California Quail,Callipepla,"NW Oak Island Rd, Sauvie Island, Multnomah County, Oregon",45.6989,-122.8352,no score,,"adult, call",//www.xeno-canto.org/530565/download,530565.mp3
33,530564,California Quail,Callipepla,"NW Oak Island Rd, Sauvie Island, Multnomah County, Oregon",45.6989,-122.8352,no score,,"adult, call, song",//www.xeno-canto.org/530564/download,530564.mp3
34,530563,California Quail,Callipepla,"NW Oak Island Rd, Sauvie Island, Multnomah County, Oregon",45.6989,-122.8352,no score,,"adult, call",//www.xeno-canto.org/530563/download,530563.mp3
35,192965,Spruce Grouse,Falcipennis,"McCully Creek, Wallowa-Whitman National Forest (near  Joseph), Wallowa County, Oregon",45.2665,-117.1443,E,"Recorded with iPhone, internal mike. I raised the gain about 12db. Located in mixed conifer forest, bird perched on downed log, stationary. Female.
ebird: http://ebird.org/ebird/view/checklist?subID=S19527946","alarm call, female",//www.xeno-canto.org/192965/download,192965.mp3
36,414091,Sooty Grouse,Dendragapus,"Silver Falls SP SW, Marion County, Oregon",44.8531,-122.6531,no score,Recording amplified. Low pass filter 6db.,song,//www.xeno-canto.org/414091/download,414091.mp3
37,414090,Sooty Grouse,Dendragapus,"Silver Falls SP SW, Marion County, Oregon",44.8531,-122.6531,no score,Recording amplified. Low pass filter 6db.,song,//www.xeno-canto.org/414090/download,414090.mp3
38,414089,Sooty Grouse,Dendragapus,"Silver Falls SP SW, Marion County, Oregon",44.8531,-122.6531,no score,Recording amplified. Low pass filter 6db.,song,//www.xeno-canto.org/414089/download,414089.mp3
39,414087,Sooty Grouse,Dendragapus,"Silver Falls SP SW, Marion County, Oregon",44.8531,-122.6531,no score,Recording amplified. Low pass filter 6db.,song,//www.xeno-canto.org/414087/download,414087.mp3
40,414086,Sooty Grouse,Dendragapus,"Silver Falls SP SW, Marion County, Oregon",44.8531,-122.6531,no score,Recording amplified. Low pass filter 6db.,song,//www.xeno-canto.org/414086/download,414086.mp3
41,481154,Horned Grebe,Podiceps,"Columbia Point, North Portland, Multnomah County, Oregon",45.611,-122.6692,no score,Recording amplified. High pass filter.,call,//www.xeno-canto.org/481154/download,481154.mp3
42,486230,Clark's Grebe,Aechmophorus,"Plush, Lake County, Oregon",42.5634,-119.8085,A,2 birds in shallow seasonal lake. Calls are associated with mating season,call,//www.xeno-canto.org/486230/download,486230.mp3
43,486233,American White Pelican,Pelecanus,"Flagstaff Lake, Lake County, Oregon",42.5634,-119.8085,A,"One bird flying over from a flock of 40 birds on a shallow seasonal lake. All these birds were tightly packed together and feeding in unison, it was interesting to watch",Wing Noise,//www.xeno-canto.org/486233/download,486233.mp3
44,545879,Western Osprey,Pandion,"Kelley Point Park, North Portland, Multnomah County, Oregon",45.6496,-122.7636,no score,,"adult, call",//www.xeno-canto.org/545879/download,545879.mp3
45,532160,Western Osprey,Pandion,"2310 North Wygant Street, North Portland, Multnomah County, Oregon",45.5575,-122.6912,no score,,"adult, call",//www.xeno-canto.org/532160/download,532160.mp3
46,532159,Western Osprey,Pandion,"2310 North Wygant Street, North Portland, Multnomah County, Oregon",45.5575,-122.6912,no score,,"adult, call",//www.xeno-canto.org/532159/download,532159.mp3
47,414081,Western Osprey,Pandion,"Oaks Bottom NWR, Portland, Multnomah County, Oregon",45.4786,-122.6545,A,Recording amplified. High pass filter 12db.,"alarm call, call",//www.xeno-canto.org/414081/download,414081.mp3
48,414080,Western Osprey,Pandion,"Oaks Bottom NWR, Portland, Multnomah County, Oregon",45.4786,-122.6545,A,Recording amplified. High pass filter 12db.,"alarm call, call",//www.xeno-canto.org/414080/download,414080.mp3
49,488351,Sharp-shinned Hawk,Accipiter,"Roseburg, Douglas County, Oregon",43.2253,-123.5978,no score,"A fledgling (the nearer bird) and another, unseen, of unknown age.",call,//www.xeno-canto.org/488351/download,488351.mp3
50,446671,Cooper's Hawk,Accipiter,"Sunset Beach, Clatsop County, Oregon",46.1029,-123.9364,B,"Calling from bare treetop. Habitat: varied habitat. Sand beach, followed by beach grass, then small evergreens, tall dead/live evergreens, low scrub, marshland and pond. Bird stayed close to the tall evergreens and marshes. Weather: overcast, mild temperatures.",call,//www.xeno-canto.org/446671/download,446671.mp3
51,388034,Cooper's Hawk,Accipiter,"Portland, Multnomah County, Oregon",45.4607,-122.704,B,"Single ""kek"" followed by a rapid series.  This is a brief recording of a bird as it called from near the top of a deciduous tree in a residential neighborhood in Southwest Portland, Oregon.  I heard a second Cooper's Hawk calling in the distance, a few hundred feet behind me, but I don't think it can be heard on the recording.

I had not yet located the hawk visually as I was making this recording.  However shortly thereafter, a Scrub-Jay appeared, apparently in response to the hawk's call.  I then spotted the hawk as it took off away from me in pursuit of the jay.",call,//www.xeno-canto.org/388034/download,388034.mp3
52,527378,Bald Eagle,Haliaeetus,"Tualatin River NWR, Washington County, Oregon",45.3846,-122.8427,no score,Recording amplified. High pass filter used. Pair perched together calling back and forth.,"adult, call, female, male",//www.xeno-canto.org/527378/download,527378.mp3
53,527377,Bald Eagle,Haliaeetus,"Tualatin River NWR, Washington County, Oregon",45.3846,-122.8427,no score,Recording amplified. High pass filter used.,"adult, call",//www.xeno-canto.org/527377/download,527377.mp3
54,481269,Red-shouldered Hawk,Buteo,"William Finley NWR Headquarters, Benton County, Oregon",44.408,-123.3364,A,Recording amplified. High pass filter.,call,//www.xeno-canto.org/481269/download,481269.mp3
55,545895,Red-tailed Hawk,Buteo,"Smith Bybee Wetlands, North Portland, Multnomah County, Oregon",45.6123,-122.7352,no score,,call,//www.xeno-canto.org/545895/download,545895.mp3
56,480463,Red-tailed Hawk,Buteo,"Double O Road, Harney County, Oregon",43.2834,-119.2466,A,"I had these as a pair of American Kestrels chasing a Northern Raven out of territory, but the call doesn't really sound like Kestrel calls. I did see these birds, but maybe I was picking up something I couldn't see. The habitat was open sage with power and fence poles in the direction I was recording and behind me was wetland. I'm a bit confused by this one and could use some help.","call, juvenile",//www.xeno-canto.org/480463/download,480463.mp3
57,401311,Red-tailed Hawk,Buteo,"Beaver Creek Natural Area, Lincoln County, Oregon",44.5053,-124.0225,A,"Recording shortened only slightly, due to lengthy time between first and remaining calls. Hawk was perched in a tree screaming. It was raining and slightly windy. Adult red-morph Red-tailed Hawk.","Scream, call",//www.xeno-canto.org/401311/download,401311.mp3
58,481270,Red-tailed Hawk,Buteo,"NW Rentenaar Rd, Sauvie Island, Columbia County, Oregon",45.7575,-122.778,B,Recording amplified. High pass filter. Waterfowl hunters shooting in the back ground.,call,//www.xeno-canto.org/481270/download,481270.mp3
59,140474,Yellow Rail,Coturnicops,"Klamath Marsh National Wildlife Refuge, Oregon",42.952,-121.6262,B,"Recorded during a study of the species in Klamath Marsh.  Playback used in conjunction with tapping two rocks together to simulate the species' ""clicking"" call.  This individual was not seen, but others were and some were captured, banded, fitted with radio transmitters, and released.  Recording made with an iPhone 4 and edited (noise removal, amplified) using Audacity 2.0.3.",call,//www.xeno-canto.org/140474/download,140474.mp3
60,181591,Yellow Rail,Coturnicops,"Winema National Forest (near  Klamath Falls), Klamath County, Oregon",42.6604,-122.0889,C,"I increased the volume, but the recording is otherwise unedited.  Lots of background hiss.  Sorry about that!  Recorded about 20 minutes after sunset at a fresh water spring adjacent to Upper Klamath National Wildlife Refuge.",song,//www.xeno-canto.org/181591/download,181591.mp3
61,327946,Yellow Rail,Coturnicops,"Klamath Falls, Klamath County, Oregon",42.6595,-122.0879,D,,song,//www.xeno-canto.org/327946/download,327946.mp3
62,546072,Virginia Rail,Rallus,"Vanport Wetlands, North Porthland, Multnomah County, Oregon",45.5994,-122.6875,no score,,"adult, call, sex uncertain",//www.xeno-canto.org/546072/download,546072.mp3
63,546071,Virginia Rail,Rallus,"Vanport Wetlands, North Porthland, Multnomah County, Oregon",45.5994,-122.6875,no score,,"adult, call, sex uncertain",//www.xeno-canto.org/546071/download,546071.mp3
64,546070,Virginia Rail,Rallus,"Vanport Wetlands, North Porthland, Multnomah County, Oregon",45.5994,-122.6875,no score,,"adult, call, sex uncertain",//www.xeno-canto.org/546070/download,546070.mp3
65,401310,Virginia Rail,Rallus,"Beaver Creek Natural Area Wetlands, Lincoln County, Oregon",44.5165,-124.0472,C,"Recording not modified. Birds hidden in the marsh. Two calling, only managed a recording of one.",call,//www.xeno-canto.org/401310/download,401310.mp3
66,540194,Sandhill Crane,Antigone,"NW Oak Island Rd, Sauvie Island, Multnomah County, Oregon",45.6989,-122.8352,no score,Interesting not trumpeting call given by one individual in a flock flying overhead.,"adult, call, sex uncertain",//www.xeno-canto.org/540194/download,540194.mp3
67,540192,Sandhill Crane,Antigone,"NW Oak Island Rd, Sauvie Island, Multnomah County, Oregon",45.6989,-122.8352,no score,,"adult, call, sex uncertain",//www.xeno-canto.org/540192/download,540192.mp3
68,540191,Sandhill Crane,Antigone,"NW Oak Island Rd, Sauvie Island, Multnomah County, Oregon",45.6989,-122.8352,no score,,"adult, call, sex uncertain",//www.xeno-canto.org/540191/download,540191.mp3
69,540190,Sandhill Crane,Antigone,"NW Oak Island Rd, Sauvie Island, Multnomah County, Oregon",45.6989,-122.8352,no score,,"adult, call, sex uncertain",//www.xeno-canto.org/540190/download,540190.mp3
70,540189,Sandhill Crane,Antigone,"NW Oak Island Rd, Sauvie Island, Multnomah County, Oregon",45.6989,-122.8352,no score,,"adult, call, sex uncertain",//www.xeno-canto.org/540189/download,540189.mp3
71,539736,Sandhill Crane,Antigone,"NW Oak Island Rd, Sauvie Island, Multnomah County, Oregon",45.6989,-122.8352,no score,,"adult, call, sex uncertain",//www.xeno-canto.org/539736/download,539736.mp3
72,539732,Sandhill Crane,Antigone,"NW Oak Island Rd, Sauvie Island, Multnomah County, Oregon",45.6989,-122.8352,no score,,"adult, call, sex uncertain",//www.xeno-canto.org/539732/download,539732.mp3
73,539730,Sandhill Crane,Antigone,"NW Oak Island Rd, Sauvie Island, Multnomah County, Oregon",45.6989,-122.8352,no score,,"adult, call, sex uncertain",//www.xeno-canto.org/539730/download,539730.mp3
74,539728,Sandhill Crane,Antigone,"NW Oak Island Rd, Sauvie Island, Multnomah County, Oregon",45.6989,-122.8352,no score,,"adult, begging call, call, juvenile, sex uncertain",//www.xeno-canto.org/539728/download,539728.mp3
75,539724,Sandhill Crane,Antigone,"NW Oak Island Rd, Sauvie Island, Multnomah County, Oregon",45.6989,-122.8352,no score,,"adult, call, sex uncertain",//www.xeno-canto.org/539724/download,539724.mp3
76,322291,Sandhill Crane,Antigone,"Ferench Glen, Harney County, Oregon",42.8272,-118.9141,A,"Both birds were in a grassy field, neither was seen as it was after dark","Sandhill Cranes call, Snipe winnowing",//www.xeno-canto.org/322291/download,322291.mp3
77,92022,Sandhill Crane,Antigone,"Sauvie Island, Multnomah Co., Oregon",45.682,-122.8089,A,"natural vocalization; calls from a trio of birds on the ground, with one bird consistently displaying.",call,//www.xeno-canto.org/92022/download,92022.mp3
78,481271,Sandhill Crane,Antigone,"NW Rentenaar Rd, Sauvie Island, Columbia County, Oregon",45.7575,-122.778,B,Recording amplified. High pass filter.,call,//www.xeno-canto.org/481271/download,481271.mp3
79,481275,Black-necked Stilt,Himantopus,"Warner Wetlands, Lake County, Oregon",42.4433,-119.8267,A,Single bird flew in calling and after landing immediately started an impressive broken wing display while other Stilts stood around and called. Stilt was in shallow bond in a large wetland  surrounded by sage scrub,"alarm call, call, flight call",//www.xeno-canto.org/481275/download,481275.mp3
80,322306,Black-necked Stilt,Himantopus,"Double O Road, Harney County, Oregon",43.3694,-119.3139,A,Same bird as in XC322304 sounding just a bit more agitated.,"alarm call, call",//www.xeno-canto.org/322306/download,322306.mp3
81,322304,Black-necked Stilt,Himantopus,"Double O Road, Harney County, Oregon",43.3694,-119.3139,A,"2  birds  feeding  in grassy wetland surrounded by  scrubby arid habitat, only this one was calling . When I moved the bird would become agitated and then settle back into a more routine call after a few moments. A high pass filter was used to remove wind noise","alarm call, call",//www.xeno-canto.org/322304/download,322304.mp3
82,432095,Pacific Golden Plover,Pluvialis,"Necanicum Estuary- Little Beach, Gearhart, Clatsop County, Oregon",46.0171,-123.9204,C,,"call, flight call",//www.xeno-canto.org/432095/download,432095.mp3
83,545808,Killdeer,Charadrius,"Smith Bybee Wetlands, North Portland, Multnomah County, Oregon",45.6123,-122.7352,no score,,call,//www.xeno-canto.org/545808/download,545808.mp3
84,545807,Killdeer,Charadrius,"Smith Bybee Wetlands, North Portland, Multnomah County, Oregon",45.6123,-122.7352,no score,,call,//www.xeno-canto.org/545807/download,545807.mp3
85,545805,Killdeer,Charadrius,"Smith Bybee Wetlands, North Portland, Multnomah County, Oregon",45.6123,-122.7352,no score,,call,//www.xeno-canto.org/545805/download,545805.mp3
86,531577,Killdeer,Charadrius,"Tualatin River NWR, Washington County, Oregon",45.3846,-122.8427,no score,,call,//www.xeno-canto.org/531577/download,531577.mp3
87,530178,Black Turnstone,Arenaria,"Seaside Cove, Clatsop County, Oregon",45.9755,-123.9411,no score,,"adult, call",//www.xeno-canto.org/530178/download,530178.mp3
88,530177,Black Turnstone,Arenaria,"Seaside Cove, Clatsop County, Oregon",45.9755,-123.9411,no score,,"adult, call",//www.xeno-canto.org/530177/download,530177.mp3
89,530175,Black Turnstone,Arenaria,"Seaside Cove, Clatsop County, Oregon",45.9755,-123.9411,no score,,"adult, call",//www.xeno-canto.org/530175/download,530175.mp3
90,530174,Black Turnstone,Arenaria,"Seaside Cove, Clatsop County, Oregon",45.9755,-123.9411,no score,,"adult, call",//www.xeno-canto.org/530174/download,530174.mp3
91,530172,Black Turnstone,Arenaria,"Seaside Cove, Clatsop County, Oregon",45.9755,-123.9411,no score,,"adult, call",//www.xeno-canto.org/530172/download,530172.mp3
92,530171,Black Turnstone,Arenaria,"Seaside Cove, Clatsop County, Oregon",45.9755,-123.9411,no score,,"adult, call",//www.xeno-canto.org/530171/download,530171.mp3
93,481702,Black Turnstone,Arenaria,"Seaside Cove, Clatsop County, Oregon",45.9755,-123.9411,no score,Recording amplified. High pass filter. Noise reduced.,call,//www.xeno-canto.org/481702/download,481702.mp3
94,477225,Black Turnstone,Arenaria,"Seaside Cove, Clatsop County, Oregon",45.9755,-123.9411,no score,Recording amplified. High pass filter. Noise reduced.,call,//www.xeno-canto.org/477225/download,477225.mp3
95,477213,Black Turnstone,Arenaria,"Seaside Cove, Clatsop County, Oregon",45.9755,-123.9411,no score,Recording amplified. High pass filter. Noise reduced.,call,//www.xeno-canto.org/477213/download,477213.mp3
96,540303,Surfbird,Calidris,"Seaside Cove, Clatsop County, Oregon",45.9755,-123.9411,no score,,"adult, call",//www.xeno-canto.org/540303/download,540303.mp3
97,540302,Surfbird,Calidris,"Seaside Cove, Clatsop County, Oregon",45.9755,-123.9411,no score,Mixed flock with black turnstones and one rock sandpiper.,"adult, call",//www.xeno-canto.org/540302/download,540302.mp3
98,540300,Surfbird,Calidris,"Seaside Cove, Clatsop County, Oregon",45.9755,-123.9411,no score,Mixed flock with black turnstones and one rock sandpiper.,"adult, call",//www.xeno-canto.org/540300/download,540300.mp3
99,540299,Surfbird,Calidris,"Seaside Cove, Clatsop County, Oregon",45.9755,-123.9411,no score,Mixed flock with black turnstones and one rock sandpiper.,"adult, call",//www.xeno-canto.org/540299/download,540299.mp3
100,481705,Surfbird,Calidris,"Seaside Cove, Clatsop County, Oregon",45.9755,-123.9411,no score,Recording amplified. High pass filter. Noise reduced.,call,//www.xeno-canto.org/481705/download,481705.mp3
101,481704,Surfbird,Calidris,"Seaside Cove, Clatsop County, Oregon",45.9755,-123.9411,no score,Recording amplified. High pass filter. Noise reduced.,call,//www.xeno-canto.org/481704/download,481704.mp3
102,481703,Surfbird,Calidris,"Seaside Cove, Clatsop County, Oregon",45.9755,-123.9411,no score,Recording amplified. High pass filter. Noise reduced.,call,//www.xeno-canto.org/481703/download,481703.mp3
103,481701,Surfbird,Calidris,"Seaside Cove, Clatsop County, Oregon",45.9755,-123.9411,no score,Recording amplified. High pass filter. Noise reduced.,call,//www.xeno-canto.org/481701/download,481701.mp3
104,544958,Baird's Sandpiper,Calidris,"Smith Bybee Wetlands, North Portland, Multnomah County, Oregon",45.6123,-122.7352,no score,,call,//www.xeno-canto.org/544958/download,544958.mp3
105,545878,Least Sandpiper,Calidris,"Smith Bybee Wetlands, North Portland, Multnomah County, Oregon",45.6123,-122.7352,no score,,call,//www.xeno-canto.org/545878/download,545878.mp3
106,545877,Least Sandpiper,Calidris,"Smith Bybee Wetlands, North Portland, Multnomah County, Oregon",45.6123,-122.7352,no score,,call,//www.xeno-canto.org/545877/download,545877.mp3
107,545876,Least Sandpiper,Calidris,"Smith Bybee Wetlands, North Portland, Multnomah County, Oregon",45.6123,-122.7352,no score,,call,//www.xeno-canto.org/545876/download,545876.mp3
108,545885,Pectoral Sandpiper,Calidris,"Smith Bybee Wetlands, North Portland, Multnomah County, Oregon",45.6123,-122.7352,no score,,"adult, call, sex uncertain",//www.xeno-canto.org/545885/download,545885.mp3
109,546122,Western Sandpiper,Calidris,"Smith Bybee Wetlands, North Portland, Multnomah County, Oregon",45.6123,-122.7352,no score,Flock in flight.,call,//www.xeno-canto.org/546122/download,546122.mp3
110,546120,Western Sandpiper,Calidris,"Smith Bybee Wetlands, North Portland, Multnomah County, Oregon",45.6123,-122.7352,no score,Flock in flight.,call,//www.xeno-canto.org/546120/download,546120.mp3
111,546118,Western Sandpiper,Calidris,"Smith Bybee Wetlands, North Portland, Multnomah County, Oregon",45.6123,-122.7352,no score,,call,//www.xeno-canto.org/546118/download,546118.mp3
112,546115,Western Sandpiper,Calidris,"Smith Bybee Wetlands, North Portland, Multnomah County, Oregon",45.6123,-122.7352,no score,,call,//www.xeno-canto.org/546115/download,546115.mp3
113,546113,Western Sandpiper,Calidris,"Smith Bybee Wetlands, North Portland, Multnomah County, Oregon",45.6123,-122.7352,no score,Flock in flight.,call,//www.xeno-canto.org/546113/download,546113.mp3
114,546135,Wilson's Snipe,Gallinago,"Smith Bybee Wetlands, North Portland, Multnomah County, Oregon",45.6123,-122.7352,no score,,call,//www.xeno-canto.org/546135/download,546135.mp3
115,292094,Wilson's Snipe,Gallinago,"Logan Valley, Grant County, Oregon",44.1782,-118.6399,A,Bird calling from top of wooden fence post in wet meadow habitat. Amplification used in Audacity.,"Not sure if ""song"" or alarm calls given near nest., alarm call, song",//www.xeno-canto.org/292094/download,292094.mp3
116,455631,Wilson's Snipe,Gallinago,"Ferench Glen, Harney County, Oregon",42.8272,-118.9141,C,Large field with many Winnowing birds,Winnowing,//www.xeno-canto.org/455631/download,455631.mp3
117,270544,Spotted Sandpiper,Actitis,"Wildhorse Lake, Steens Mountain, Princeton, Harney County, Oregon",42.6328,-118.5873,C,This is what I assume to be an adult male with three quite young juveniles in tow.  They were somewhat alarmed by my presence and the mother seems to be calling in the juveniles to get them to come to her and the juveniles are chittering the whole time in the background.  They were about 20ft from me.,"alarm call, call, female, juvenile",//www.xeno-canto.org/270544/download,270544.mp3
118,483785,Willet,Tringa,"Warner Wetlands, Lake County, Oregon",42.4433,-119.8267,A,Bird sitting on bank near larger pond in Wetland surrounded by open sage habitat.,call,//www.xeno-canto.org/483785/download,483785.mp3
119,419735,Willet,Tringa,"Summer Lake, Lake County, Oregon",42.9671,-120.755,C,"High pass filter to cut most of my car's engine noise. Mystery recording at first, but narrowed the bird down pretty quickly to Willet song. Recorded in the Summer Lake State Wildlife Area, Oregon. Warm, cloudy, but bright. Habitat: marsh, salt marsh, grassland, some sage. Willet was singing, unseen, in shallow fresh water lake, on the ground just outside my car, but in thick vegetation.",song,//www.xeno-canto.org/419735/download,419735.mp3
120,446670,Greater Yellowlegs,Tringa,"Sunset Beach, Clatsop County, Oregon",46.1029,-123.9364,A,"A Bald Eagle frightened up these birds, and they circled for a bit, calling, before landing back in the pond's edges. Habitat: marsh/wetland/pond, with low scrub and tall evergreens. Weather: overcast, mild temperature.","call, flight call",//www.xeno-canto.org/446670/download,446670.mp3
121,540645,Glaucous-winged Gull,Larus,"Portland International Airport (near  Portland), Multnomah County, Oregon",45.5997,-122.6067,C,"Upon approach, there were three birds fairly near the rocky shoreline.  Two birds departed upon approach, but one remained.  The remaining gull repeated the same call repeatedly.  Based on the nature of the call and the fact that the call seemed to result from our approach, I believe that it was an alarm call.","adult, alarm call, sex uncertain",//www.xeno-canto.org/540645/download,540645.mp3
122,292100,Black Tern,Chlidonias,"Hwy. 205/Island Ranch Rd. pond, Burns, Harney County, Oregon",43.499,-119.0194,B,"Flock of breeding resident birds. Amplification, low and high pass filters, clipping out multiple hard click noises.",call,//www.xeno-canto.org/292100/download,292100.mp3
123,545791,Common Murre,Uria,"Boiler Bay State Scenic Area, Lincoln County, Oregon",44.8297,-124.0653,no score,,"begging call, juvenile, sex uncertain",//www.xeno-canto.org/545791/download,545791.mp3
